,col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,target
index_679,0.6,1.7,0.9,0.1,1.9,2.3,6.8,22.6,0.0,8.1,0
index_680,1.7,7.0,4.6,4.6,7.0,14.3,6.4,14.1,14.0,0.6,1
index_681,1.3,3.4,1.7,0.5,6.4,5.2,0.2,0.9,3.8,6.7,0
index_682,5.7,3.1,0.6,0.0,5.0,4.8,0.1,2.2,8.7,0.5,0
index_683,5.5,0.0,2.1,2.8,0.2,0.0,0.0,0.0,0.0,0.0,0
index_684,0.0,1.3,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0
index_685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,11.8,0.1,0
index_686,0.0,0.1,0.0,1.1,1.3,4.8,0.5,0.0,0.0,0.0,0
index_687,0.0,0.0,0.0,0.0,0.4,0.3,5.7,4.5,1.6,0.0,0
index_688,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,6.7,6.1,0
index_689,1.3,3.0,1.6,0.0,13.1,0.1,0.8,0.0,18.2,4.4,0
index_690,0.0,5.0,2.2,0.6,1.0,3.9,0.0,2.0,0.0,0.1,0
index_691,0.1,0.0,0.0,0.0,4.1,2.9,5.0,4.9,1.4,0.0,0
index_692,0.5,0.1,0.7,2.3,7.0,0.7,0.0,6.8,0.2,0.3,0
index_693,0.0,2.4,0.5,5.8,0.5,0.2,0.3,3.8,0.1,0.0,0
index_694,5.7,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_695,0.0,0.5,0.0,0.0,4.2,6.1,7.8,8.2,10.0,13.0,0
index_696,1.2,0.1,0.6,0.9,5.9,0.3,0.1,0.0,0.3,1.5,0
index_697,0.3,0.0,0.0,0.0,0.1,0.7,0.7,0.1,0.4,0.6,0
index_698,0.6,0.4,0.5,0.0,0.0,3.2,2.8,0.3,0.1,0.3,0
index_699,2.8,0.3,0.0,0.0,10.1,0.1,2.5,0.0,0.0,0.0,0
index_700,0.0,4.5,1.2,1.2,10.4,2.2,0.8,14.7,0.0,0.0,0
index_701,0.5,0.5,0.6,0.4,0.0,0.0,0.0,2.0,2.4,2.5,0
index_702,1.1,0.1,0.0,6.8,3.7,1.7,0.1,0.2,0.7,0.0,0
index_703,0.0,0.0,0.1,0.0,0.0,0.5,0.1,0.0,0.2,2.7,0
index_704,6.3,8.5,0.1,0.0,0.0,0.0,0.0,0.0,2.8,0.1,0
index_705,0.4,3.2,1.5,5.1,0.2,5.3,0.5,2.1,2.9,0.3,0
index_706,0.5,0.8,1.1,3.6,0.3,0.0,1.0,3.5,25.2,5.1,0
index_707,0.5,0.1,0.0,0.0,10.0,0.7,2.5,0.4,1.4,0.0,0
index_708,0.2,1.3,0.8,5.7,0.6,2.8,1.0,0.1,0.2,1.0,0
index_709,0.1,0.2,0.1,1.6,13.2,11.0,3.0,4.3,0.1,9.9,0
index_710,14.6,5.4,0.7,11.9,1.4,8.0,3.3,12.1,2.6,1.2,1
index_711,1.8,4.2,7.3,8.3,0.1,0.1,0.0,0.3,0.6,1.4,0
index_712,0.3,0.2,3.0,1.5,17.6,6.6,7.3,0.5,1.0,0.3,0
index_713,0.2,2.1,2.1,3.1,5.1,13.2,7.0,1.4,11.9,0.6,0
index_714,22.9,2.7,15.3,12.8,2.5,2.9,4.5,2.7,0.0,0.0,1
index_715,0.1,0.1,0.0,0.0,1.5,1.8,0.1,0.1,1.4,0.1,0
index_716,0.1,0.8,1.5,1.4,0.6,0.2,2.7,0.6,0.1,1.6,0
index_717,5.8,3.3,1.4,9.2,0.8,2.0,4.2,5.1,1.4,0.3,0
index_718,0.5,2.6,0.1,0.1,5.0,3.4,7.8,10.2,2.1,1.5,0
index_719,7.3,16.8,6.8,8.0,1.3,0.0,0.0,0.0,9.4,2.7,0
index_720,15.8,3.2,17.8,14.5,7.3,3.1,0.0,1.1,2.3,1.3,1
index_721,1.1,0.9,1.2,0.5,1.2,3.4,0.3,3.2,0.3,3.8,0
index_722,4.5,2.1,7.7,3.6,0.1,0.0,0.0,0.0,2.8,3.0,0
index_723,0.4,0.6,3.1,3.1,0.3,0.1,0.6,0.0,0.0,0.1,0
index_724,1.3,1.3,6.0,0.4,1.0,2.4,0.6,0.4,2.3,0.3,0
index_725,0.6,0.5,0.3,0.0,4.6,0.1,4.3,6.8,6.9,6.1,0
index_726,3.9,3.6,3.1,11.7,11.9,2.8,0.0,9.2,2.3,0.9,0
index_727,1.5,0.4,1.7,0.0,0.2,7.8,3.1,6.7,1.1,0.0,0
index_728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0
index_729,0.1,0.7,0.2,0.0,0.0,0.0,2.6,0.7,0.0,0.0,0
index_730,0.0,1.5,0.2,0.0,1.5,0.1,0.0,0.0,0.0,0.0,0
index_731,0.0,0.0,14.9,0.0,0.0,0.0,17.1,0.0,0.0,0.0,0
index_732,0.0,1.1,0.0,2.6,6.0,13.5,2.5,8.3,0.0,0.0,0
index_733,3.6,0.1,0.1,6.2,0.4,2.7,0.0,3.7,0.3,0.1,0
index_734,3.6,1.5,14.7,0.6,0.2,0.0,3.7,6.9,0.3,0.5,0
index_735,0.3,0.3,5.7,0.0,0.3,0.0,0.0,6.9,0.1,8.3,0
index_736,9.5,5.0,0.0,0.0,2.7,0.3,0.2,1.4,0.0,0.1,0
index_737,0.0,0.8,0.3,0.3,9.4,0.2,3.1,7.1,2.1,8.3,0
index_738,47.6,0.5,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0
index_739,0.0,0.0,0.0,0.0,1.6,0.5,1.0,32.6,0.0,2.0,0
index_740,0.1,2.2,0.9,9.4,9.4,17.9,2.7,1.5,1.8,0.0,0
index_741,3.2,1.2,12.5,7.5,0.3,7.8,0.0,0.0,0.0,0.1,0
index_742,0.3,7.7,8.0,1.8,0.9,7.9,0.3,1.4,0.3,0.7,0
index_743,6.1,4.3,5.7,0.4,0.0,0.2,0.0,0.1,0.0,0.0,0
index_744,11.1,2.1,0.6,0.0,0.2,3.0,0.5,0.0,0.9,1.7,0
index_745,29.5,3.3,11.6,21.7,2.9,14.8,12.8,4.3,8.2,6.1,1
index_746,2.2,1.6,14.2,2.3,1.8,0.0,10.7,14.0,3.5,5.2,1
index_747,4.0,1.6,17.1,4.7,3.6,3.2,3.6,1.2,4.2,11.6,0
index_748,11.0,18.5,0.4,1.2,13.8,4.5,0.3,0.9,5.4,8.5,1
index_749,4.2,2.9,4.0,1.1,0.0,0.0,0.0,0.0,4.8,3.5,0
index_750,0.0,7.0,0.1,18.8,4.0,9.6,1.2,0.0,0.0,0.0,0
index_751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0
index_752,1.0,0.4,0.0,0.1,0.1,0.1,3.3,4.4,0.1,7.1,0
index_753,5.5,4.6,9.8,8.2,5.3,8.8,9.6,3.4,1.0,0.0,1
index_754,0.0,0.0,0.0,0.3,3.4,0.1,7.0,3.2,0.5,0.0,0
index_755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_756,0.0,0.0,0.8,0.0,0.0,0.0,3.7,18.9,0.8,0.0,0
index_757,0.0,4.7,0.0,0.0,0.0,15.6,1.5,0.0,3.7,0.0,0
index_758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_759,0.0,0.3,0.0,21.7,7.9,9.0,13.0,0.8,0.0,1.6,0
index_760,2.9,7.0,3.3,0.5,0.0,4.0,0.8,0.0,5.1,5.3,0
index_761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_762,0.0,0.0,0.0,0.0,0.0,0.3,1.7,17.6,0.1,1.9,0
index_763,4.7,0.0,0.0,0.4,0.3,0.0,7.0,8.1,1.9,11.3,0
index_764,0.0,0.1,0.0,0.0,1.6,2.0,0.1,0.4,4.3,0.1,0
index_765,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0
index_766,0.0,0.0,6.9,0.0,7.2,6.6,2.3,6.2,1.6,3.1,0
index_767,2.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,5.7,5.9,0
index_768,0.0,0.0,0.0,0.0,0.1,0.9,0.6,0.0,0.1,0.0,0
index_769,3.2,0.6,0.0,9.4,2.0,0.0,7.9,12.1,0.1,0.2,0
index_770,0.3,0.5,8.6,2.9,1.3,0.6,2.0,0.1,5.9,0.0,0
index_771,3.7,0.0,2.6,1.6,10.6,5.0,0.8,2.8,3.4,0.1,0
index_772,1.0,6.9,0.0,0.0,0.0,0.1,4.5,8.1,0.0,0.2,0
index_773,0.7,7.9,2.2,13.2,6.0,3.6,7.8,1.0,0.1,0.1,0
index_774,0.9,1.8,0.2,0.1,1.1,0.0,4.2,2.4,6.5,20.1,0
index_775,1.1,1.6,0.0,1.2,2.0,4.3,5.7,9.5,1.1,0.3,0
index_776,9.2,0.6,1.9,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0
index_777,0.8,2.9,3.5,0.0,1.0,0.1,0.0,8.9,1.1,0.0,0
index_778,0.0,2.6,0.8,1.1,2.3,5.0,0.0,0.0,0.0,0.0,0
index_779,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.7,2.6,0.4,0
index_780,5.6,5.9,3.1,0.6,0.5,0.0,0.0,2.5,11.2,6.6,0
index_781,2.6,1.2,6.1,8.5,6.0,10.2,11.3,0.0,0.0,0.0,0
index_782,0.0,5.1,1.2,12.5,13.4,0.2,1.2,3.9,0.1,0.2,0
index_783,1.3,0.0,6.2,0.6,2.2,0.0,0.0,0.0,0.0,0.0,0
index_784,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0
index_785,4.6,4.6,0.3,0.4,0.0,3.0,1.9,4.7,5.8,9.1,0
index_786,1.2,2.2,1.1,7.1,1.3,0.7,0.0,0.4,2.7,0.0,0
index_787,0.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_788,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0
index_789,0.1,0.0,0.8,3.2,0.0,0.0,0.3,0.0,0.7,0.1,0
index_790,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0
index_791,0.0,0.0,0.0,2.2,1.6,0.1,0.0,0.0,6.0,0.1,0
index_792,3.4,9.9,1.6,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0
index_793,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,7.3,0
index_794,3.6,9.5,2.5,0.0,0.0,2.2,1.9,21.5,3.4,2.0,0
index_795,8.6,0.9,10.3,9.5,11.2,18.7,13.8,2.8,0.5,0.0,1
index_796,0.0,0.0,8.5,1.9,16.8,3.3,1.1,0.2,0.2,0.0,0
index_797,0.0,5.7,3.0,11.0,9.4,2.7,5.8,9.3,11.3,2.3,1
index_798,10.5,4.2,3.2,2.5,10.2,10.4,7.5,5.0,1.0,0.3,0
index_799,0.0,0.0,0.0,0.5,2.0,0.0,5.0,0.0,0.0,7.1,0
index_800,0.8,19.9,0.0,18.2,3.8,27.7,12.5,4.0,4.0,0.2,1
index_801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.7,5.0,0
index_802,2.3,0.0,0.0,9.1,8.0,4.2,4.7,6.3,0.1,0.6,0
index_803,9.9,11.3,8.0,1.1,5.4,7.1,3.2,0.7,0.2,0.9,0
index_804,1.4,0.0,6.5,1.5,6.1,5.0,2.5,6.5,5.3,5.4,0
index_805,6.5,0.3,18.3,0.0,2.7,0.0,2.9,2.1,5.2,10.3,0
index_806,10.7,2.6,0.0,7.0,8.1,18.8,2.3,8.8,1.5,4.5,1
index_807,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0
index_808,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0
index_809,0.0,0.0,0.0,11.2,0.8,0.5,12.7,11.7,0.5,4.1,0
index_810,2.4,0.3,3.5,12.0,1.7,0.1,4.8,0.0,0.0,0.0,0
index_811,0.0,0.0,0.5,0.2,1.6,6.4,14.4,5.1,4.4,0.1,0
index_812,0.3,0.2,1.5,0.6,0.2,0.2,7.0,0.8,0.2,0.0,0
index_813,0.0,0.0,0.0,2.1,0.4,0.2,0.7,4.7,0.2,0.2,0
index_814,2.5,1.8,0.3,4.0,0.0,0.0,0.0,0.0,0.0,3.9,0
index_815,0.7,0.0,0.0,3.5,8.4,23.7,10.2,2.0,0.0,0.5,0
index_816,4.9,0.0,0.0,1.8,0.6,0.6,0.2,6.4,2.8,0.4,0
index_817,14.6,0.1,0.0,8.2,2.5,1.1,0.5,1.9,0.8,0.0,0
index_818,0.0,0.0,0.0,0.0,0.0,8.1,9.5,1.9,0.1,0.0,0
index_819,0.0,0.0,0.0,0.0,0.0,0.0,8.7,3.6,0.1,0.0,0
index_820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_821,0.0,0.0,0.0,0.0,0.0,1.8,4.8,0.0,0.0,2.4,0
index_822,0.0,0.0,0.0,5.2,1.6,13.1,1.4,0.0,8.4,0.4,0
index_823,0.2,9.9,4.8,0.0,0.0,2.0,0.4,1.2,1.8,0.5,0
index_824,0.0,0.0,0.0,2.7,0.0,0.0,0.5,0.7,5.9,8.0,0
index_825,7.4,12.4,0.4,3.8,2.7,1.8,6.9,2.5,2.8,1.3,0
index_826,0.8,20.0,1.8,0.0,0.0,1.2,1.3,0.0,1.2,1.2,0
index_827,0.9,1.3,3.8,0.6,2.8,4.5,8.2,19.7,0.9,0.7,0
index_828,0.0,0.0,0.0,13.7,4.7,5.2,3.2,15.1,0.8,5.9,0
index_829,0.0,2.3,12.0,3.2,3.6,2.0,0.1,2.5,0.8,1.5,0
index_830,9.3,1.2,11.9,3.8,2.5,6.7,15.7,0.6,0.0,36.0,1
index_831,10.3,13.9,4.1,15.8,9.4,16.7,8.0,5.4,0.3,0.1,1
index_832,9.5,1.0,3.6,13.8,0.5,9.2,0.0,0.0,0.0,4.7,0
index_833,5.1,20.5,1.6,7.1,1.2,1.0,4.5,1.6,1.1,0.0,0
index_834,0.4,0.0,0.0,0.0,7.7,8.3,0.6,0.0,0.0,0.0,0
index_835,0.0,2.8,0.0,3.4,1.3,1.3,17.8,2.9,8.3,2.8,0
index_836,0.8,0.0,0.0,0.8,2.7,0.5,1.6,0.0,0.0,2.1,0
index_837,2.9,1.1,6.9,2.8,3.5,0.7,1.2,0.0,0.0,7.0,0
index_838,0.7,0.5,0.5,0.0,0.0,0.5,5.2,3.7,0.0,0.0,0
index_839,3.1,7.4,8.6,0.0,2.7,0.0,0.0,0.5,0.0,0.0,0
index_840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0
index_841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.8,0
index_842,0.9,0.5,0.8,0.0,0.0,2.2,2.8,0.0,1.4,1.5,0
index_843,3.2,2.5,0.0,4.6,0.0,0.0,0.0,2.7,1.2,4.5,0
index_844,0.0,0.0,0.0,1.4,1.4,0.5,0.0,0.0,0.8,0.8,0
index_845,0.8,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_846,0.0,0.0,0.0,1.1,4.9,14.7,9.4,7.9,0.0,0.0,0
index_847,0.0,0.0,5.0,7.8,17.9,0.0,0.0,17.1,15.7,6.7,1
index_848,2.5,6.7,2.0,1.9,5.7,5.5,0.0,3.3,1.4,0.0,0
index_849,9.2,11.9,2.5,5.6,0.1,0.1,0.2,8.4,0.0,0.8,0
index_850,3.3,0.9,10.6,14.0,4.8,6.5,5.4,3.3,3.9,2.5,1
index_851,6.1,5.0,3.6,4.7,10.0,16.6,3.2,6.2,3.0,0.0,1
index_852,3.3,0.0,0.0,0.0,3.0,14.5,4.2,10.8,5.1,6.9,0
index_853,4.7,8.0,1.3,0.4,14.3,4.6,5.6,1.1,0.0,0.9,0
index_854,2.9,0.0,0.0,0.1,0.1,0.0,14.9,1.2,0.0,5.6,0
index_855,5.4,11.1,13.0,8.5,23.2,5.1,5.3,0.0,11.2,3.1,1
index_856,7.2,0.0,0.0,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0
index_857,0.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,5.0,0
index_858,2.6,2.7,1.1,1.5,3.9,0.0,0.0,0.0,0.0,0.0,0
index_859,0.0,0.0,0.0,5.4,4.6,2.0,0.6,7.0,6.2,6.5,0
index_860,5.6,8.8,7.9,4.1,10.9,2.7,6.2,2.0,3.7,0.0,0
index_861,5.3,5.2,6.9,1.0,0.4,1.4,6.8,5.2,7.9,2.7,0
index_862,3.2,0.3,0.3,0.3,0.3,3.7,0.0,0.0,2.3,0.0,0
index_863,0.9,0.8,0.0,0.0,0.0,10.1,0.9,0.0,1.5,0.0,0
index_864,6.2,1.7,0.8,0.8,1.3,0.0,0.0,0.2,5.9,8.3,0
index_865,0.0,5.9,13.8,8.4,5.8,5.5,1.7,0.8,5.1,12.5,1
index_866,0.6,6.4,0.0,0.0,0.0,0.7,0.6,1.0,0.0,0.0,0
index_867,0.0,0.0,0.0,0.8,0.0,14.3,7.1,0.0,0.0,0.0,0
index_868,1.6,1.1,0.4,0.0,29.1,0.0,5.7,5.3,0.0,6.4,0
index_869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0
index_870,0.0,0.0,9.4,2.1,0.8,3.3,0.0,0.3,0.7,0.1,0
index_871,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
index_872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0
index_873,0.2,0.4,0.2,0.9,4.7,0.9,0.2,0.0,2.9,0.0,0
index_874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0
index_875,23.7,5.9,7.2,6.3,0.5,3.6,1.4,11.1,1.0,0.0,1
index_876,0.0,0.3,0.0,0.0,0.0,0.0,2.8,16.9,15.8,10.6,0
index_877,1.8,1.8,2.2,13.4,1.9,0.8,0.0,0.4,3.5,2.9,0
index_878,14.0,8.5,4.9,15.9,5.6,5.3,0.5,1.7,10.7,0.7,1
index_879,0.0,0.5,4.4,0.8,0.2,2.9,4.6,0.0,6.9,19.5,0
index_880,4.7,0.0,5.5,3.8,36.0,11.6,5.0,23.5,2.2,8.2,1
index_881,18.9,10.8,3.1,6.2,1.2,2.9,11.9,0.0,2.7,2.0,1
index_882,0.0,0.5,0.5,1.5,0.0,3.1,1.5,2.9,0.5,0.0,0
index_883,0.0,0.0,0.0,0.0,3.3,1.3,0.0,3.7,0.0,0.0,0
index_884,0.0,0.0,0.0,0.0,0.8,0.0,0.3,0.0,0.0,0.0,0
index_885,6.0,11.2,14.6,6.5,1.9,0.0,1.0,0.6,0.0,0.4,0
index_886,0.0,10.0,0.0,0.0,2.8,32.0,0.0,3.0,11.4,4.1,1
index_887,29.3,3.2,4.8,6.0,2.1,9.4,9.2,0.0,2.1,12.3,1
index_888,13.5,0.6,9.3,1.7,0.5,0.7,2.1,0.0,7.1,0.5,0
index_889,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.6,2.6,0
index_890,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.5,0
index_891,7.8,6.7,0.0,0.9,0.8,4.6,0.0,0.0,0.0,0.0,0
index_892,0.0,3.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0
index_893,0.0,1.2,0.4,6.8,0.7,2.0,12.8,3.9,2.8,0.8,0
index_894,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_895,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
index_896,0.0,0.0,2.1,2.2,0.0,0.0,0.0,3.7,0.0,0.0,0
index_897,0.0,1.7,0.0,1.6,0.5,0.2,0.0,0.0,0.6,7.4,0
index_898,5.1,0.0,0.0,0.0,0.0,2.3,1.8,0.0,3.1,4.4,0
index_899,1.9,2.3,0.0,1.1,0.2,0.2,0.0,0.0,0.0,0.0,0
index_900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0
index_901,4.5,0.0,10.5,6.0,0.0,0.0,2.5,0.0,1.6,0.0,0
index_902,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.2,0
index_903,0.4,0.0,8.3,0.0,2.6,0.0,10.2,0.0,0.0,7.6,0
index_904,0.5,5.3,14.8,2.6,41.2,6.4,0.0,0.0,4.3,0.4,1
index_905,2.6,5.3,3.5,0.0,3.6,14.6,0.0,1.3,2.3,0.7,0
index_906,1.2,0.0,10.4,0.7,2.6,1.6,0.0,4.2,2.9,0.0,0
